station_id,name,lon,lat,address,num_bikes_available,num_bikes_disabled,last_reported,distance_to_Hamilton_downtown,FS_sum_distance,FS_POI_count,FS_avg_distance,Yelp_sum_distance,Yelp_POI_count,Yelp_avg_distance
hub_540,Sanders at Hollywood,-79.9264810904732,43.2599031676959,"26, Sanders Boulevard, University Gardens, Hamilton, Ontario",27,0,2024-03-09 15:06:26,5250.0,4513.0,10.0,451.3,11432.20361643858,20.0,571.610180821929
hub_545,Emerson at Whitney,-79.9222158171462,43.2521423210113,"202, Emerson Street, University Gardens, Hamilton, Ontario",16,0,2024-03-09 15:06:26,4940.0,5883.0,10.0,588.3,14334.440094257829,20.0,716.7220047128915
hub_557,Dundurn at Aberdeen,-79.89265590906143,43.251458458949,"330-346 Dundurn Street South, Hamilton",13,0,2024-03-09 15:06:26,2610.0,4996.0,10.0,499.6,13007.25335886951,12.0,1083.9377799057925
hub_571,Oxford at York,-79.8777937889099,43.26456372689135,"40-48 Oxford Street, Hamilton",13,0,2024-03-09 15:06:26,1510.0,5274.0,10.0,527.4,17638.011047128377,20.0,881.9005523564189
hub_554,Macklin at King,-79.8964982026467,43.2621672804245,"768, King Street West, McMaster Innovation Park, Hamilton, Ontario",12,0,2024-03-09 15:06:26,2860.0,4685.0,10.0,468.5,16839.43256212422,20.0,841.971628106211
hub_576,Bay at York,-79.87338691949844,43.25906138152248,"55 Bay Street North, Hamilton",12,0,2024-03-09 15:06:26,960.0,3450.0,10.0,345.0,10610.007559082555,20.0,530.5003779541278
hub_547,Westdale Village,-79.90508794784544,43.26201477888108,"25 Marion Avenue South, Hamilton",12,0,2024-03-09 15:06:26,3550.0,2684.0,10.0,268.4,1952.2721606185128,20.0,97.61360803092563
hub_530,Cootes at York and King,-79.94965553283691,43.26558132306987,"10 Cootes Drive, Hamilton",11,0,2024-03-09 15:06:26,7180.0,2242.0,10.0,224.2,7390.2976206244875,20.0,369.5148810312244
hub_551,Longwood at Edgevale,-79.8993094512,43.2662112220324,"78, Longwood Road North, Westdale, Hamilton, Ontario",11,0,2024-03-09 15:06:26,3190.0,6078.0,10.0,607.8,13899.918714036734,20.0,694.9959357018367
hub_542,Sterling at Whitton,-79.9133658840373,43.2622271626907,"139, Sterling Street, Westdale, Hamilton, Ontario",11,0,2024-03-09 15:06:26,4220.0,5093.0,10.0,509.3,12470.812947755061,20.0,623.5406473877531
hub_624,McMaster Health Sciences,-79.91824820637703,43.26053126154136,"CIBC, University Avenue, Westdale, Hamilton, Ontario",10,0,2024-03-09 15:06:26,4590.0,2817.0,10.0,281.7,12144.053265099608,20.0,607.2026632549804
hub_549,Main at Columbia College,-79.90785866975784,43.2585671813327,"82 Newton Avenue, Hamilton",9,0,2024-03-09 15:06:26,3740.0,6957.0,10.0,695.7,9019.215624523822,20.0,450.9607812261911
hub_802,Hess at king,-79.87721174955368,43.259125842121065,"15 Hess Street North, Hamilton",9,0,2024-03-09 15:06:26,1270.0,1689.0,10.0,168.9,,,
hub_579,Bayfront Park,-79.87132698297499,43.26928827622911,"Harbour Front Drive, North End, Hamilton, Ontario",9,0,2024-03-09 15:06:26,1500.0,5981.0,10.0,598.1,16836.07458615451,20.0,841.8037293077256
hub_625,McMaster Mary Keyes,-79.92224670946598,43.26246012002058,"Matthews Hall, Scholars Road, Westdale, Hamilton, Ontario",8,0,2024-03-09 15:06:26,4930.0,2937.0,10.0,293.7,10854.441746380115,20.0,542.7220873190057
hub_580,Ainslie at Emerson,-79.9234422627427,43.2495181157076,"65 Ainslie Avenue, Hamilton",8,0,2024-03-09 15:06:26,5090.0,,,,19850.92867737561,20.0,992.5464338687805
hub_541,King at Cline,-79.9092948353051,43.2605367847852,"1108 King Street West, Hamilton",8,0,2024-03-09 15:06:26,3870.0,6693.0,10.0,669.3,6886.843586045992,20.0,344.3421793022996
hub_2919,Barton at Ottawa - ERI06,-79.81602117419243,43.25147804372769,"437-443 Ottawa Street North, Hamilton",8,0,2024-03-09 15:06:26,3760.0,5991.0,10.0,599.1,9489.024753595271,20.0,474.45123767976355
hub_608,James at Colbourne,-79.8660421593136,43.2637774120007,"295 James Street North, Hamilton",8,0,2024-03-09 15:06:26,760.0,3275.0,10.0,327.5,6600.6964399363615,20.0,330.0348219968181
hub_5333,Main at Dalewood,-79.91383865476678,43.25802547698811,"1150-1152 Main Street West, Hamilton",8,0,2024-03-09 15:06:26,4230.0,3547.0,10.0,354.7,11153.516195860622,20.0,557.6758097930311
